,Unnamed: 0,name,brand_id,fs_id,address,address2,city,state,country,zip,phone,website,guide,id,lat,lng,created_at,updated_at,distance_km
10,10,Jimmy John's,513fbc1283aa2dc80c000054,4a5cc29ff964a52088bc1fe3,"816 N Congress Avenue, Austin",,Austin,Texas,US,78701,15124763355.0,http://www.jimmyjohns.com/,"<p><b>Slim Subs</b></p><p><span style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);"">Skip the high calorie Giant Club Sandwiches and go for a Plain Slim instead. Your best bets are the Slim Roast Beef and Slim Turkey Breast which clock in with less than 500 calories each. Ask them to add lettuce and tomato to add an (almost) calorie free crunch. Plain Slims too plain? Try the Big John or Turkey Tom subs for only about 50-100 calories more.</span><br/></p><p><span style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><b>The Unwich</b></span></p><p><span style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><span style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);"">Cut even more calories (and carbs!) by ordering your sub as an Unwich. They'll swap the bread for a lettuce wrap, saving you 280 calories.</span><br/></span></p><p><span style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><span style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><b>Smart Side</b></span></span></p><p><span style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><span style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><span style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);"">Gotta have chips with that sandwich? A bag of Thinny Jimmy Chips will only add 130 calories to your meal.</span><br/></span></span></p>",796096,30.2707462310791,-97.74192810058594,2017-06-26T21:54:27.000Z,2018-01-19T23:33:04.000Z,0.41006802638453
11,11,Which Wich,513fbc1283aa2dc80c000089,,"259 West 3rd Street, Austin",,Austin,Texas,US,78701,15124729424.0,http://www.whichwich.com/,,841342,30.270000457763672,-97.74618530273438,2017-06-26T21:59:36.000Z,2018-05-05T16:48:08.000Z,0.4298411056371511
12,12,Mama Fu's,521b95474a56d006cae29fe9,4a228cbcf964a520737d1fe3,"100 Colorado St,",,Austin,TX,US,78701,15126376774.0,http://www.mamafus.com,,2164026,30.263938903808594,-97.74596405029295,2017-07-14T18:58:07.000Z,2018-03-12T11:58:02.000Z,0.4551394109255975
13,13,Planet Sub,513fbc1283aa2dc80c000569,,"906 Congress Avenue, Austin",,Austin,Texas,US,78701,15123911975.0,http://www.planetsub.com/,,2390456,30.27126502990723,-97.74198150634766,2017-11-08T17:33:54.000Z,2017-11-08T17:33:54.000Z,0.4645956124455881
14,14,Quizno's,513fbc1283aa2dc80c000013,4aa6b857f964a520cc4a20e3,"922 Congress Avenue, Austin",,Austin,Texas,US,78701,15124949300.0,http://www.quiznos.com/,,796862,30.27172660827637,-97.74176788330078,2017-06-26T21:54:34.000Z,2018-01-19T23:33:03.000Z,0.519338463443172
15,15,Starbucks,513fbc1283aa2dc80c00001f,,1001 CONGRESS AVE,,Austin,TX,US,78701,15122360061.0,http://www.starbucks.com,"<p><b id=""docs-internal-guid-825ed8d2-82fe-2196-a809-a535cba9006f""></b></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);background-color: transparent;"">Caffeine is a morning necessity for millions worldwide. If you’re not a fan of drinking your coffee black or espresso straight, try these suggestions to skim calories, fat, and sugar from your beverage of choice.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Make your latte “skinny”</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Lose the whip and substitute nonfat milk  in your latte to cut fat and calories. Lose the sugary syrups and pump up the flavor with the sugar-free versions instead. </span><span style=""color: #000000;background-color: transparent;""><br class=""kix-line-break""/></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Downsize</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">If you can't resist that Caramel Macchiato or Vanilla Latte, stick to a modest Tall or Short size to indulge for fewer calories.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Snack smart</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">For a healthy breakfast on-the-go, try the Whole-Grain Oatmeal, Reduced-Fat Turkey Bacon Breakfast Sandwich, or the Spinach &amp; Feta Breakfast Wrap. Looking for a snack? Satisfy your sweet tooth with seasonal fruit or a Greek yogurt parfait.  If you need something a bit more substantial to battle the afternoon hunger, try the Protein Bistro Box.</span></p>",775946,30.27187728881836,-97.7414093017578,2017-06-26T21:52:05.000Z,2017-08-20T14:17:34.000Z,0.5448435008351029
16,16,Thundercloud Subs,513fbc1283aa2dc80c000b53,4b635c14f964a5206e742ae3,"360 Nueces Street Suite 80, Austin",,Austin,Texas,US,78701,15124727827.0,http://thundercloud.com/,,789697,30.26756858825684,-97.74930572509766,2017-06-26T21:53:38.000Z,2018-03-12T11:58:02.000Z,0.5973922444984104
17,17,Gatti's Pizza,513fbc1283aa2dc80c0003ee,,701 W 6th St,,Austin,TX,US,78701,15124772865.0,http://gattispizza.com,,2423179,30.26979637145996,-97.74984741210938,2018-03-12T11:57:56.000Z,2018-03-12T11:57:56.000Z,0.7094051073042651
18,18,PF Chang's,521b95434a56d006cae29679,,"201 San Jacinto Boulevard, Austin",,Austin,Texas,US,78701,15124578300.0,http://www.pfchangs.com,"<div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><b>Delightful Dishes</b></div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);"">With a long menu full of hidden calorie bombs (1,200-calorie Coconut Curry Vegetables anyone?) it can be challenging to pick a low calorie meal at PF Chang's. Avoid the calorie confusion and order from the Delightful Dishes menu instead. You're guaranteed an entree that has only 600 calories or less. </div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><br/></div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><b>Slim Sushi</b></div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);"">With only 400 calories or less per roll, sushi is a great low-cal entree choice. Pair a roll with a side of veggies for an extra produce punch.</div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><br/></div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);""><b>Dim Sum</b></div><div style=""color: rgb(34, 34, 34);background-color: rgb(255, 255, 255);"">If dim sum is what you're after, try the Steamed Pork or Shrimp Dumplings (50 calories per dumpling) or the Vegetable Spring Rolls (around 110 calories per roll). </div>",2074731,30.26000022888184,-97.74161529541016,2017-07-14T18:49:59.000Z,2018-05-05T16:48:00.000Z,0.8131809468310189
19,19,Fogo De Chao Churrascaria,521b954a4a56d006cae2a809,,309 E 3RD ST,,Austin,TX,US,78701,15124720220.0,http://www.fogodechao.com,,841944,30.26000022888184,-97.74126434326172,2017-06-26T21:59:40.000Z,2017-08-20T14:06:22.000Z,0.8197628646677528
20,20,Freebirds World Burrito,c640282813378d2ce933adeb,,515 S CONGRESS AVE,,Austin,TX,US,78704,15124623512.0,,,791493,30.26000022888184,-97.7466812133789,2017-06-26T21:53:50.000Z,2017-08-20T14:18:01.000Z,0.8713383379710616
21,21,Wendy's,513fbc1283aa2dc80c00000f,,619 N INTERSTATE 35,,Austin,TX,US,78702,15124250596.0,http://www.wendys.com,"<p><b id=""docs-internal-guid-c36d44f9-8334-36aa-151b-5d15c5c2d452""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Stick with Jr. size</b></span></p><p dir=""ltr"">Getting a burger? Stick with a fewer-than-400-calories Jr. size.  If it's a Frosty you're fantasizing about,  a Jr. size will cost you about 200 calories. That ain't bad.</p><p><b style=""color: rgb(0, 0, 0);background-color: transparent;"">Choose grilled chicken</b><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">For salads, sandwiches, and wraps, choose lean grilled chicken over fried. </span></p><p><b style=""color: rgb(0, 0, 0);"">Make a meal out of sides</b></p><p>Pair an order of Rich &amp; Meaty Chili or Baked Potato (hold the cheese) with a Garden Side Salad for a filling meal with around 500 calories.</p>",796710,30.266000747680664,-97.73400115966795,2017-06-26T21:54:32.000Z,2017-08-20T14:07:41.000Z,0.8839508620836969
22,22,Wendy's,513fbc1283aa2dc80c00000f,,619 N IH 35,,Austin,TX,US,78702,15124250406.0,http://www.wendys.com,"<p><b id=""docs-internal-guid-c36d44f9-8334-36aa-151b-5d15c5c2d452""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Stick with Jr. size</b></span></p><p dir=""ltr"">Getting a burger? Stick with a fewer-than-400-calories Jr. size.  If it's a Frosty you're fantasizing about,  a Jr. size will cost you about 200 calories. That ain't bad.</p><p><b style=""color: rgb(0, 0, 0);background-color: transparent;"">Choose grilled chicken</b><br/></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">For salads, sandwiches, and wraps, choose lean grilled chicken over fried. </span></p><p><b style=""color: rgb(0, 0, 0);"">Make a meal out of sides</b></p><p>Pair an order of Rich &amp; Meaty Chili or Baked Potato (hold the cheese) with a Garden Side Salad for a filling meal with around 500 calories.</p>",795369,30.268999099731445,-97.73400115966795,2017-06-26T21:54:20.000Z,2017-08-20T14:08:03.000Z,0.8964276114973954
23,23,Starbucks,513fbc1283aa2dc80c00001f,,907 W 5TH ST,,Austin,TX,US,78703,15127089103.0,http://www.starbucks.com,"<p><b id=""docs-internal-guid-825ed8d2-82fe-2196-a809-a535cba9006f""></b></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);background-color: transparent;"">Caffeine is a morning necessity for millions worldwide. If you’re not a fan of drinking your coffee black or espresso straight, try these suggestions to skim calories, fat, and sugar from your beverage of choice.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Make your latte “skinny”</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Lose the whip and substitute nonfat milk  in your latte to cut fat and calories. Lose the sugary syrups and pump up the flavor with the sugar-free versions instead. </span><span style=""color: #000000;background-color: transparent;""><br class=""kix-line-break""/></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Downsize</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">If you can't resist that Caramel Macchiato or Vanilla Latte, stick to a modest Tall or Short size to indulge for fewer calories.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Snack smart</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">For a healthy breakfast on-the-go, try the Whole-Grain Oatmeal, Reduced-Fat Turkey Bacon Breakfast Sandwich, or the Spinach &amp; Feta Breakfast Wrap. Looking for a snack? Satisfy your sweet tooth with seasonal fruit or a Greek yogurt parfait.  If you need something a bit more substantial to battle the afternoon hunger, try the Protein Bistro Box.</span></p>",798354,30.26980018615723,-97.75334167480469,2017-06-26T21:54:48.000Z,2017-08-20T14:08:17.000Z,1.025191122397699
24,24,Subway,513fbc1283aa2dc80c000005,4b6c58c6f964a52073322ce3,1210 San Antonio St,,Austin,TX,US,78701,15124729191.0,http://www.subway.com,"<p><b id=""docs-internal-guid-6dd52ca7-83bb-38fc-ff7e-f8009bd649c2""></b></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Subway is a great place for a protein rich meal on the go. If you follow some of these tips you will satisfy your sandwich craving with a big nutritional punch!</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Pile on the veggies</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Subway lets you add as many veggies as you want at no additional charge! This is a great way to add more nutrients to your sandwich.</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Go light on the spreads</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Choose light mayo or skip mayo all together and save 50-100 calories. Add some zest with mustard or honey mustard instead.</span></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);""><b>Choose sweets carefully</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: #ffffff;"">Choose apples or a yogurt parfait instead of cookies if you're looking for a sweet ending to your meal.</span></p>",838717,30.27645301818848,-97.74514770507812,2017-06-26T21:59:19.000Z,2017-11-08T17:32:55.000Z,1.047511768628346
25,25,Hooters,57f6a1d7541f3ad614b27e63,,425 W RIVERSIDE DR,,Austin,TX,US,78704,15124789464.0,http://www.hooters.com/home.aspx,,790904,30.258960723876953,-97.7486801147461,2017-06-26T21:53:45.000Z,2017-08-20T14:06:32.000Z,1.0614044974916752
26,26,The Coffee Bean,513fbc1283aa2dc80c0001ff,,221 S LAMAR BLVD,,Austin,TX,US,78704,15123518680.0,http://coffeebean.com,,2041535,30.26925277709961,-97.7550277709961,2017-07-14T18:45:50.000Z,2017-08-20T14:05:13.000Z,1.168027749748416
27,27,Whataburger,513fbc1283aa2dc80c00002f,,601 BARTON SPRINGS RD,,Austin,TX,US,78704,15124779586.0,http://www.whataburger.com,,843745,30.258474349975586,-97.7503433227539,2017-06-26T21:59:52.000Z,2017-08-20T14:18:00.000Z,1.1938767246442137
28,28,Thundercloud Subs,513fbc1283aa2dc80c000b53,,"903 West 12th Street, Austin",,Austin,Texas,US,78703,15123220154.0,http://thundercloud.com/,,797991,30.27649116516113,-97.75048065185548,2017-06-26T21:54:44.000Z,2018-03-12T11:58:06.000Z,1.2528890513237505
29,29,Freebirds World Burrito,c640282813378d2ce933adeb,4a259766f964a5206f7e1fe3,"515 South Congress, Ste. 101",,Austin,TX,US,78704,,,,2046388,30.25596046447754,-97.74688720703124,2017-07-14T18:46:32.000Z,2020-05-09T01:57:00.000Z,1.3016380214464662
30,30,Thundercloud Subs,513fbc1283aa2dc80c000b53,,"1608 Lavaca Street, Austin",,Austin,Texas,US,78701,15124783281.0,http://thundercloud.com/,,840624,30.27894592285156,-97.74152374267578,2017-06-26T21:59:31.000Z,2018-04-11T20:49:54.000Z,1.3148280589886827
31,31,Pollo Tropical,513fbc1283aa2dc80c00004a,,211 S LAMAR BLVD,,Austin,TX,US,78704,15125901086.0,http://www.pollotropical.com,,2227231,30.264360427856445,-97.75695037841795,2017-08-20T14:05:25.000Z,2017-08-20T14:05:25.000Z,1.3671374022036211
32,32,Cinnabon,513fbc1283aa2dc80c000045,,218 S LAMAR BLVD,,Austin,TX,US,78704,15124762867.0,http://www.cinnabon.com,,785314,30.26424598693848,-97.75732421875,2017-06-26T21:53:06.000Z,2017-08-20T14:05:10.000Z,1.4050152824010227
33,33,Starbucks,513fbc1283aa2dc80c00001f,,501 W 15TH ST,,Austin,TX,US,78701,15124789090.0,http://www.starbucks.com,"<p><b id=""docs-internal-guid-825ed8d2-82fe-2196-a809-a535cba9006f""></b></p><p dir=""ltr""><span style=""color: rgb(0, 0, 0);background-color: transparent;"">Caffeine is a morning necessity for millions worldwide. If you’re not a fan of drinking your coffee black or espresso straight, try these suggestions to skim calories, fat, and sugar from your beverage of choice.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Make your latte “skinny”</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">Lose the whip and substitute nonfat milk  in your latte to cut fat and calories. Lose the sugary syrups and pump up the flavor with the sugar-free versions instead. </span><span style=""color: #000000;background-color: transparent;""><br class=""kix-line-break""/></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Downsize</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">If you can't resist that Caramel Macchiato or Vanilla Latte, stick to a modest Tall or Short size to indulge for fewer calories.</span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;""><b>Snack smart</b></span></p><p dir=""ltr""><span style=""color: #000000;background-color: transparent;"">For a healthy breakfast on-the-go, try the Whole-Grain Oatmeal, Reduced-Fat Turkey Bacon Breakfast Sandwich, or the Spinach &amp; Feta Breakfast Wrap. Looking for a snack? Satisfy your sweet tooth with seasonal fruit or a Greek yogurt parfait.  If you need something a bit more substantial to battle the afternoon hunger, try the Protein Bistro Box.</span></p>",843314,30.28000068664551,-97.7444305419922,2017-06-26T21:59:49.000Z,2017-08-20T14:07:17.000Z,1.4290960280669336
34,34,Cinnabon,513fbc1283aa2dc80c000045,4a8e03cef964a520c11120e3,2901 S Capital of Texas Hwy,,Austin,TX,US,78746,,http://www.cinnabon.com,,2499008,30.26329231262207,-97.75787353515624,2018-10-19T16:10:55.000Z,2019-02-16T15:51:56.000Z,1.4838899170880804
